snapshot_version,cutoff_date,association_id,disease_code,pmid,subject_type,subject_id,source_field,evidence_text,evidence_start,evidence_end,confidence
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-072,AD,30703628,population,AD-R-072-P01,abstract,White matter hyperintensities (WMHs) are common in individuals with mild cognitive impairment (MCI) and Alzheimer's disease.,0,124,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,entity,AD-R-074-E01,title,"Effect of atorvastatin on Aβ1-42 -induced alteration of SESN2, SIRT1, LC3II and TPP1 protein expressions in neuronal cell cultures.",0,131,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,entity,AD-R-074-E02,abstract,"Co-administration of atorvastatin with Aβ1-42 compensates SESN2 increase and recovers SIRT1 decline by reducing oxidative stress, decreasing SESN2 expression and increasing SIRT1 expression by its neuroprotective action.",821,1041,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,entity,AD-R-074-E03,abstract,OBJECTIVES: Sestrins (SESNs) and sirtuins (SIRTs) are antioxidant and antiapoptotic genes and crucial mediators for lysosomal autophagy regulation that play a pivotal role in the Alzheimer's disease (AD).,0,204,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,geography,AD-R-074-G01,affiliation,"Faculty of Pharmacy, Department of Pharmacology, Hacettepe University, Ankara, Turkey.",0,86,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,geography,AD-R-074-G02,affiliation,"Stark Neurosciences Research Institute, Indiana University, Indianapolis, IN, USA.",150,232,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,method_model,AD-R-074-M01,abstract,"METHODS: This study was undertaken whether Aβ-induced changes of SESN2 and SIRT1 protein expression, autophagy marker LC3II and lysosomal enzyme TPP1 affected by atorvastatin (Western blot) and its possible role in Aβ neurotoxicity (ELISA).",390,630,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,method_model,AD-R-074-M02,abstract,"METHODS: This study was undertaken whether Aβ-induced changes of SESN2 and SIRT1 protein expression, autophagy marker LC3II and lysosomal enzyme TPP1 affected by atorvastatin (Western blot) and its possible role in Aβ neurotoxicity (ELISA).",390,630,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,method_model,AD-R-074-M03,title,"Effect of atorvastatin on Aβ1-42 -induced alteration of SESN2, SIRT1, LC3II and TPP1 protein expressions in neuronal cell cultures.",0,131,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,method_model,AD-R-074-M04,abstract,"KEY FINDINGS/RESULTS: We showed that SESN2 and LC3II expressions were elevated, whereas SIRT1 and TPP1 expressions were decreased in the Aβ1-42 -exposed human neuroblastoma cells (SH-SY5Y).",631,820,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,outcome,AD-R-074-O01,abstract,"Recently, statins have been linked to the reduced prevalence of AD in statin-prescribed populations yet molecular basis for the neuroprotective action of statins is still under debate.",205,389,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,outcome,AD-R-074-O02,abstract,"KEY FINDINGS/RESULTS: We showed that SESN2 and LC3II expressions were elevated, whereas SIRT1 and TPP1 expressions were decreased in the Aβ1-42 -exposed human neuroblastoma cells (SH-SY5Y).",631,820,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,outcome,AD-R-074-O03,abstract,"Co-administration of atorvastatin with Aβ1-42 compensates SESN2 increase and recovers SIRT1 decline by reducing oxidative stress, decreasing SESN2 expression and increasing SIRT1 expression by its neuroprotective action.",821,1041,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-074,AD,31846093,outcome,AD-R-074-O04,abstract,"DISCUSSION AND CONCLUSION: Together, these results indicate that atorvastatin induced SESN2, SIRT1 and LC3II levels play a protective role against Aβ1-42 neurotoxicity.",1257,1425,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,entity,AD-R-076-E01,title,Tau protein profiling in tauopathies: a human brain study.,0,58,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,geography,AD-R-076-G01,affiliation,"Department of Psychiatry & Neurochemistry, Institute of Neuroscience and Physiology, The Sahlgrenska Academy at the University of Gothenburg, Mölndal, Sweden.",0,158,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,geography,AD-R-076-G02,affiliation,"AstraZeneca Neuroscience Innovative Medicines, MedImmune Ltd, Cambridge, CB21 6GH, UK.",452,538,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,geography,AD-R-076-G03,affiliation,"Centre for Age-Related Medicine, Stavanger University Hospital, Stavanger, Norway.",541,623,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,geography,AD-R-076-G04,affiliation,"Hong Kong Center for Neurodegenerative Diseases, Hong Kong, China.",1091,1157,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,geography,AD-R-076-G05,affiliation,"Wisconsin Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI, USA.",1160,1319,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,method_model,AD-R-076-M01,abstract,"To better understand commonalities and differences between tauopathies, we report a multiplex assay combining immunoprecipitation and high-resolution mass spectrometry capable of detecting and quantifying peptides from different tau protein isoforms as well as non-phosphorylated and phosphorylated peptides, including those carrying multiple phosphorylations.",610,970,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,outcome,AD-R-076-O01,abstract,"Our results demonstrate that non-phosphorylated tau profiles differ across tauopathies, generally showing high abundance of microtubule-binding region (MTBR)-containing peptides in insoluble protein fractions compared with controls; the AD group showed 12-72 times higher levels of MTBR-containing aggregates.",1209,1518,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,outcome,AD-R-076-O02,abstract,All phosphorylated peptides were significantly increased in AD insoluble fraction.,1814,1896,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,outcome,AD-R-076-O03,abstract,"However, doubly and triply phosphorylated peptides were significantly increased in AD even in the soluble fraction.",1897,2012,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,outcome,AD-R-076-O04,abstract,"Results were replicated using a validation cohort comprising AD (n = 10), CBD (n = 10), and controls (n = 10).",2013,2123,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-076,AD,39026372,population,AD-R-076-P01,abstract,"We investigated the tau proteoforms in soluble and insoluble fractions of brain tissue from subjects with autopsy-confirmed tauopathies, including sporadic AD (n = 10), PSP (n = 11), PiD (n = 10), and CBD (n = 10), and controls (n = 10).",971,1208,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-077,AD,39160609,geography,AD-R-077-G01,affiliation,"Department of Neurology, Qingdao Municipal Hospital, Qingdao University, No.5 Donghai Middle Road, Qingdao, China.",0,114,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-077,AD,39160609,method_model,AD-R-077-M01,abstract,Mixed effects and COX regression models were applied to assess 37 potential risk factors.,634,723,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-077,AD,39160609,outcome,AD-R-077-O01,abstract,"Notably, not all the people with amyloid-beta (Aβ) pathology will have significant cognitive declines and eventually develop AD.",235,363,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-077,AD,39160609,outcome,AD-R-077-O02,abstract,"Additionally, we used the Cochran-Armitage trend test to examine whether the incidence of cognitive decline increased with the number concurrent of risk factors.",1049,1210,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-077,AD,39160609,outcome,AD-R-077-O03,abstract,"RESULTS: Six factors (low diastolic pressure, low body mass index, retired status, a history of drug abuse, Parkinsonism, and depression) were the identified risk factors and four factors (a history of urinary disease, musculoskeletal diseases, no major surgical history, and no prior dermatologic-connective tissue diseases) were found to be suggestive risk factors.",1211,1578,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-077,AD,39160609,outcome,AD-R-077-O04,abstract,The incidence of cognitive decline in the Aβ-positive participants gradually increased as the number of concurrent risk factors increased (p for trend = 0.0005).,1579,1740,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-077,AD,39160609,population,AD-R-077-P01,abstract,"Therefore, the aim of this study was to explore the risk factors for cognitive decline in Aβ-positive participants.",364,479,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,entity,AD-R-078-E01,abstract,"Furthermore, circ_0061183 was positively related to mini-mental state examination scores and amyloid-β42 peptide expression in elderly individuals.",1337,1484,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,entity,AD-R-078-E02,abstract,"Overall, the current work offers epigenetic insights into the regulatory mechanisms of circRNAs on microglial activation caused by environmental pollutants.",1485,1641,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,geography,AD-R-078-G01,affiliation,"Joint International Research Laboratory of Environment and Health, Ministry of Education, Guangdong Provincial Engineering Technology Research Center of Environmental Pollution and Health Risk Assessment, Department of Occupational and Environmental Health, School of Public Health, Sun Yat-sen University, Guangzhou 510080, China.",0,331,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,geography,AD-R-078-G02,affiliation,"Department of Public Health and Clinical Medicine, Umeå University, Umeå, Sweden.",334,415,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,geography,AD-R-078-G03,affiliation,"A.I.Virtanen Institute for Molecular Sciences, University of Eastern Finland, Kuopio, Finland.",418,512,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,intervention,AD-R-078-I01,abstract,"Therefore, we explore cytotoxicity, microglia activation, and AD-associated circRNA expression in human microglial HMC3 cells treated with PM0.1, and further examined circRNA expression in mice and cognitively impaired individuals.",312,543,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,method_model,AD-R-078-M01,abstract,"The results revealed that PM0.1 exposure decreased cell viability, increased lactate dehydrogenase activity, caused microglia activation, elevated microglial M1 maker expression, downregulated microglial M2 maker expression, and reduced AD-related circ_0061183 expression in vitro.",544,825,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,method_model,AD-R-078-M02,abstract,"Furthermore, circ_0061183 was positively related to mini-mental state examination scores and amyloid-β42 peptide expression in elderly individuals.",1337,1484,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,outcome,AD-R-078-O01,abstract,"Therefore, we explore cytotoxicity, microglia activation, and AD-associated circRNA expression in human microglial HMC3 cells treated with PM0.1, and further examined circRNA expression in mice and cognitively impaired individuals.",312,543,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,outcome,AD-R-078-O02,abstract,"The results revealed that PM0.1 exposure decreased cell viability, increased lactate dehydrogenase activity, caused microglia activation, elevated microglial M1 maker expression, downregulated microglial M2 maker expression, and reduced AD-related circ_0061183 expression in vitro.",544,825,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-078,AD,39637799,population,AD-R-078-P01,abstract,"Therefore, we explore cytotoxicity, microglia activation, and AD-associated circRNA expression in human microglial HMC3 cells treated with PM0.1, and further examined circRNA expression in mice and cognitively impaired individuals.",312,543,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,entity,AD-R-079-E01,abstract,Inhibition of butyrylcholinesterase (BChE),134,176,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,entity,AD-R-079-E02,abstract,p38α mitogen-activated protein kinase,181,218,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,entity,AD-R-079-E03,abstract,cholinergic deficit and neuroinflammation,324,365,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,geography,AD-R-079-G01,affiliation,"University of Ljubljana, 1000 Ljubljana, Slovenia",61,110,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,geography,AD-R-079-G02,affiliation,"Hradec Kralove, Czech Republic",291,321,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,geography,AD-R-079-G03,affiliation,"91220 Paris, France",536,555,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,geography,AD-R-079-G04,affiliation,Jagiellonian University Medical College,639,678,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,intervention,AD-R-079-I01,abstract,selective dual BChE/p38α MAPK inhibitors,475,515,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,method_model,AD-R-079-M01,abstract,Using structure-based drug design,367,400,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,method_model,AD-R-079-M02,abstract,X-ray crystal structures of the two most promising molecules,565,625,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,method_model,AD-R-079-M03,abstract,in vitro and ex vivo in phytohemagglutinin/lipopolysaccharide neuroinflammation models,737,823,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,method_model,AD-R-079-M04,abstract,scopolamine- and lipopolysaccharide-induced models of cognitive dysfunction in mice,894,977,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,outcome,AD-R-079-O01,abstract,ligands effectively reduced the production of proinflammatory markers,667,736,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-079,AD,40779804,outcome,AD-R-079-O02,abstract,significantly improved cognition in scopolamine- and lipopolysaccharide-induced models,858,944,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-080,AD,41224995,entity,AD-R-080-E01,abstract,The application of iPEX to depict spatial proteomic maps in brains of mice with 5xFAD Alzheimer's disease revealed an early-onset mitochondrial aberrancy.,937,1091,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-080,AD,41224995,geography,AD-R-080-G01,affiliation,"Westlake Four-Dimensional Dynamic Metabolomics (Meta4D) Laboratory, Westlake Laboratory of Life Sciences and Biomedicine, Hangzhou, China.",0,138,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-080,AD,41224995,method_model,AD-R-080-M01,abstract,"Using the retina as a model, iPEX enabled the construction of spatial proteomic maps with high precision, the visualization of single-cell layers and extrasomatic structures and the identification of colocalized proteins. iPEX was readily applied to diverse tissues, including brain, intestine, liver and organoids, detecting 600-1,500 proteins at 1-5-µm effective pixel size.",560,936,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-080,AD,41224995,method_model,AD-R-080-M02,title,iPEX enables micrometre-resolution deep spatial proteomics via tissue expansion.,0,80,high
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-080,AD,41224995,outcome,AD-R-080-O01,abstract,The number of spatial omics technologies being developed is increasing1.,0,72,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-080,AD,41224995,outcome,AD-R-080-O02,abstract,"Here we present in situ imaging proteomics via expansion (iPEX), which integrates isotropic tissue magnification2 with matrix-assisted laser desorption/ionization (MALDI) mass spectrometry imaging. iPEX provides scalable spatial resolution down to the micrometre scale and substantially increases the sensitivity of protein identification by 10-100-fold.",205,559,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-080,AD,41224995,outcome,AD-R-080-O03,abstract,"Together, these results demonstrate that iPEX facilitates untargeted spatial proteomics at micrometre resolution for diverse applications.",1632,1770,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,entity,ALS-R-007-E01,abstract,"D-serine is increased two-fold in spinal cords of G93A Cu,Zn-superoxide dismutase (SOD1) mice--the standard model of amyotrophic lateral sclerosis (ALS).",581,734,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,geography,ALS-R-007-G01,affiliation,"Department of Pharmacology and Toxicology, University of Arkansas for Medical Sciences, Little Rock, AR 72205, USA.",0,115,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,method_model,ALS-R-007-M01,title,Paradoxical roles of serine racemase and D-serine in the G93A mSOD1 mouse model of amyotrophic lateral sclerosis.,0,113,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,outcome,ALS-R-007-O01,abstract,"D-serine is an endogenous neurotransmitter that binds to the NMDA receptor, thereby increasing the affinity for glutamate, and the potential for excitotoxicity.",0,160,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,outcome,ALS-R-007-O02,abstract,"D-serine is increased two-fold in spinal cords of G93A Cu,Zn-superoxide dismutase (SOD1) mice--the standard model of amyotrophic lateral sclerosis (ALS).",581,734,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,outcome,ALS-R-007-O03,abstract,D-serine treatment also increases cord levels of the alanine-serine-cysteine transporter 1 (Asc-1).,1041,1140,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,outcome,ALS-R-007-O04,abstract,"Although the mechanism by which SOD1 mutations increases D-serine is not known, these results strongly suggest that SR and D-serine are fundamentally involved in both the pre-symptomatic and progression phases of disease, and offer a direct link between mutant SOD1 and a glial-derived toxic mediator.",1141,1442,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,entity,ALS-R-009-E01,abstract,VAPBP56S,458,466,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,entity,ALS-R-009-E02,abstract,TDP-43 mislocalization,1020,1042,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,geography,ALS-R-009-G01,affiliation,"King's College London, London, UK",68,101,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,intervention,ALS-R-009-I01,abstract,transgenic mice that express either wild-type VAPB (VAPBwt) or VAPBP56S,597,668,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,method_model,ALS-R-009-M01,abstract,created transgenic mice that express either wild-type VAPB (VAPBwt) or VAPBP56S,589,668,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,method_model,ALS-R-009-M02,abstract,no overt motor phenotype nor alterations in survival,731,783,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,method_model,ALS-R-009-M03,abstract,cytoplasmic TDP-43 accumulations within spinal cord motor neurons,842,907,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,outcome,ALS-R-009-O01,abstract,revealed no overt motor phenotype,722,755,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,outcome,ALS-R-009-O02,abstract,nor alterations in survival,756,783,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,outcome,ALS-R-009-O03,abstract,VAPBP56S but not VAPBwt transgenic mice develop cytoplasmic TDP-43 accumulations,794,874,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,entity,ALS-R-010-E01,abstract,"In order to study the possible molecular pathways that the oxidative toxicity induced MN death in ALS, a MN-like cell NSC34, a primary neuronal cell (PNC) of mouse prontal cortex, and a G93A-SOD1 transgenic mouse model were used.",425,654,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,geography,ALS-R-010-G01,affiliation,"Department of Neurology, Nanchang University, Nanchang, Jiangxi 330006, China. [email redacted from public snapshot]",0,97,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,method_model,ALS-R-010-M01,abstract,"Exposure of NSC34 and PNC to cobalt chloride or chronic sustained hypoxic conditions showed a dramatic increase of cellular Hif-1α (hypoxia inducing factor-1α), HO-1 (heme oxygenases-1), and UCP4 (uncoupling protein 4) expression by Western blot analysis, accompanied with increasing cellular apoptosis by histone protein release assay.",655,991,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,method_model,ALS-R-010-M02,abstract,"In an ALS mouse model, the caspase 3 activation, Aif (apoptosis inducing factor), cytochrome c redistribution in MN of spinal cord significantly increased at 70days of disease progression, and Hif-1α expression significantly increased at whole disease stages by an immunohistochemical positive cell counting and Western blot analysis, respectively.",992,1340,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,method_model,ALS-R-010-M03,abstract,"The data on this in vitro and in vivo study suggested that oxidative toxicity promoted multiple molecular pathways associated with MN death in ALS and at least were partially associated with the changes of Hif-1α, HO-1, UCP4 expressive increment, caspase 3 activation and Aif, cytochrome c redistribution.",1341,1646,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,outcome,ALS-R-010-O01,abstract,"Exposure of NSC34 and PNC to cobalt chloride or chronic sustained hypoxic conditions showed a dramatic increase of cellular Hif-1α (hypoxia inducing factor-1α), HO-1 (heme oxygenases-1), and UCP4 (uncoupling protein 4) expression by Western blot analysis, accompanied with increasing cellular apoptosis by histone protein release assay.",655,991,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,outcome,ALS-R-010-O02,abstract,"In an ALS mouse model, the caspase 3 activation, Aif (apoptosis inducing factor), cytochrome c redistribution in MN of spinal cord significantly increased at 70days of disease progression, and Hif-1α expression significantly increased at whole disease stages by an immunohistochemical positive cell counting and Western blot analysis, respectively.",992,1340,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,outcome,ALS-R-010-O03,abstract,"The data on this in vitro and in vivo study suggested that oxidative toxicity promoted multiple molecular pathways associated with MN death in ALS and at least were partially associated with the changes of Hif-1α, HO-1, UCP4 expressive increment, caspase 3 activation and Aif, cytochrome c redistribution.",1341,1646,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,entity,ALS-R-011-E01,abstract,TDP-43 is a multifunctional nucleic acid binding protein,0,56,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,entity,ALS-R-011-E02,abstract,tdp-1 mutants,526,539,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,entity,ALS-R-011-E03,abstract,related RNA binding protein FUS,678,709,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,entity,ALS-R-011-E04,abstract,TDP-1 functions in the Insulin/IGF pathway,344,386,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,entity,ALS-R-011-E05,abstract,forkhead transcription factor DAF-16/FOXO3a,463,506,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,geography,ALS-R-011-G01,affiliation,"Université de Montréal, Montréal, Québec, Canada",8,56,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,intervention,ALS-R-011-I01,abstract,chronic upregulation of tdp-1 expression is toxic,562,611,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,intervention,ALS-R-011-I02,abstract,deletion of endogenous tdp-1 rescues,915,951,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,method_model,ALS-R-011-M01,abstract,we turned to Caenorhabditis elegans and its orthologue TDP-1,267,327,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,method_model,ALS-R-011-M02,abstract,regulate longevity and the oxidative stress response,390,442,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,method_model,ALS-R-011-M03,abstract,deletion of endogenous tdp-1 rescues mutant TDP-43 and FUS proteotoxicity,915,988,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,outcome,ALS-R-011-O01,abstract,chronic upregulation of tdp-1 expression is toxic and decreases lifespan,562,634,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,outcome,ALS-R-011-O02,abstract,deletion of endogenous tdp-1 rescues mutant TDP-43 and FUS proteotoxicity,915,988,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,geography,ALS-R-013-G01,affiliation,"Department of Neurology, Peking University Third Hospital ,  Haidian District, Beijing ,  China.",0,96,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,method_model,ALS-R-013-M01,title,Upper trapezius electromyography aids in the early diagnosis of bulbar involvement in amyotrophic lateral sclerosis.,0,116,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,outcome,ALS-R-013-O01,abstract,Significant differences in motor unit action potential parameters were also noted between ALS and CSM or NC.,847,955,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,outcome,ALS-R-013-O02,abstract,"Furthermore, no differences in neurogenic EMG measurements were observed in ALS between the trapezius and sternocleidomastoid muscles (p = 0.22).",1028,1173,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,outcome,ALS-R-013-O03,abstract,"In conclusion, upper trapezius EMG recordings may provide valuable information for assessing the clinical and subclinical involvement of bulbar lower motor neurons in ALS patients, particularly at early disease stages.",1174,1392,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,population,ALS-R-013-P01,abstract,Forty-three CSM patients were examined pre-operatively and three months post-operatively.,544,633,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,geography,ALS-R-014-G01,affiliation,"Respiratory Care Unit, Respiratory Medicine Department, Hospital Clínico Universitario, Valencia, Spain.",0,104,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,outcome,ALS-R-014-O01,abstract,Cuffless tubes were replaced by cuffed ones when hypoventilation developed despite increasing uTIPPV volumes.,857,966,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,outcome,ALS-R-014-O02,abstract,"RESULTS: The survival of 22 patients was prolonged by continuous noninvasive ventilatory support dependence for 7.8 +/- 8.1 mos (range, 1-36 mos; median, 5 mos) after 13.9 +/- 11.2 mos (range, 2-36 mos) of part-time noninvasive ventilatory support.",967,1215,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,outcome,ALS-R-014-O03,abstract,Pretracheotomy FVC was significantly lower in the ten patients who eventually required cuffed tubes (0.70 +/- 0.44 vs.,1561,1679,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,outcome,ALS-R-014-O04,abstract,"The bulbar-innervated muscle was significantly lower when the uTIPPV users required cuffed TIPPV than when beginning uTIPPV (Norris scale bulbar-innervated muscle subscore, 3.20 +/- 1.30 vs.",1708,1898,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,population,ALS-R-014-P01,abstract,"RESULTS: The survival of 22 patients was prolonged by continuous noninvasive ventilatory support dependence for 7.8 +/- 8.1 mos (range, 1-36 mos; median, 5 mos) after 13.9 +/- 11.2 mos (range, 2-36 mos) of part-time noninvasive ventilatory support.",967,1215,high
